payer_key,payer_name,organization_key,organization_name,year_month,encounter_count,total_claim_cost,total_payer_coverage,total_patient_responsibility,average_claim_cost,coverage_ratio
645688281511686373,UnitedHealthcare,472226794892644975,HAVERHILL FAMILY OFFICE LLC,2024-02,1,704.20,0.00,704.20,704.2000000000000000,0E-20
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-02,1,573.98,344.39,229.59,573.9800000000000000,0.60000348444196661905
38194544675647776,Medicaid,29818448345197287,GREATER LAWRENCE FAMILY HEALTH CENTER INC,2024-02,1,704.20,604.20,100.00,704.2000000000000000,0.85799488781596137461
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2024-02,1,1495.73,1067.67,428.06,1495.7300000000000000,0.71381198478334993615
467436209270504951,Humana,202198446605600451,STANLEY STREET TREATMENT AND RESOURCES  INC,2024-03,1,778.78,0.00,778.78,778.7800000000000000,0E-20
467436209270504951,Humana,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2024-03,1,3536.75,0.00,3536.75,3536.7500000000000000,0E-20
952317639554652821,Medicare,623047219859228790,GARDEN STATE HEALTHCARE ASSOCIATES LLC,2024-03,1,1670.34,1151.68,518.66,1670.3400000000000000,0.68948836763772645090
746113169580368645,Anthem,846294596561620579,WESTFORD INTERNAL MEDICINE PC,2024-03,1,1483.87,20.70,1463.17,1483.8700000000000000,0.01395000909783202033
467436209270504951,Humana,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2024-03,1,3536.75,0.00,3536.75,3536.7500000000000000,0E-20
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-03,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2024-03,1,142.58,0.00,142.58,142.5800000000000000,0E-20
952317639554652821,Medicare,559102553183312747,HEBREW REHABILITATION CENTER,2024-03,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
211105773257762680,Aetna,49658252277416711,PALMER FAMILY SERVICES LLC,2024-03,1,816.80,0.00,816.80,816.8000000000000000,0E-20
952317639554652821,Medicare,93679773638781409,TUFTS MEDICAL CENTER,2024-03,1,573.98,459.18,114.80,573.9800000000000000,0.79999303111606676191
467436209270504951,Humana,334510102683813647,BOSTON MEDICAL CENTER CORPORATION-,2024-03,1,919.90,0.00,919.90,919.9000000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-03,2,22181.38,22081.38,100.00,11090.6900000000000000,0.99549171422156781950
746113169580368645,Anthem,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2024-03,2,3622.30,2897.84,724.46,1811.1500000000000000,0.80000000000000000000
445788698227523135,Dual Eligible,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2024-03,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
1038854080955376456,Cigna Health,744977654436978746,THE LOWELL GENERAL HOSPITAL,2024-03,1,85.55,59.88,25.67,85.5500000000000000,0.69994155464640561075
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2024-03,2,4718.26,3774.60,943.66,2359.1300000000000000,0.79999830445969488752
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2024-04,1,14567.80,0.00,14567.80,14567.8000000000000000,0E-24
467436209270504951,Humana,58830663438005741,SUNRISE HEALTHCARE LLC,2024-04,1,957.75,0.00,957.75,957.7500000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-04,1,9972.00,9922.00,50.00,9972.0000000000000000,0.99498596068993180907
952317639554652821,Medicare,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2024-04,1,1250.85,1000.68,250.17,1250.8500000000000000,0.80000000000000000000
952317639554652821,Medicare,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2024-04,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
746113169580368645,Anthem,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2024-04,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,2024-04,1,860.16,860.16,0.00,860.1600000000000000,1.00000000000000000000
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2024-04,1,12495.74,12345.74,150.00,12495.7400000000000000,0.98799590900578917295
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-04,1,44802.51,26881.50,17921.01,44802.510000000000,0.59999986607893173842
38194544675647776,Medicaid,741150468608293787,CLASSIC HEALTHCARE MEDICAL GROUP LLC,2024-04,1,914.78,914.78,0.00,914.7800000000000000,1.00000000000000000000
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-04,1,516.95,366.95,150.00,516.9500000000000000,0.70983654125157171873
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-05,2,9066.28,1783.37,7282.91,4533.1400000000000000,0.19670360941863697128
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2024-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2024-05,1,1250.85,0.00,1250.85,1250.8500000000000000,0E-20
1038854080955376456,Cigna Health,924438841780828326,CENTER FOR DIGESTIVE WELLNESS PC,2024-05,1,755.38,0.00,755.38,755.3800000000000000,0E-20
952317639554652821,Medicare,376833142676655002,HOLISTIC FAMILY PRACTICE  INC.,2024-05,1,1001.28,801.02,200.26,1001.2800000000000000,0.79999600511345477788
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2024-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
952317639554652821,Medicare,239726299069476648,PERSONALIZED MEDICAL CARE LLC,2024-05,1,919.90,549.52,370.38,919.9000000000000000,0.59736927926948581368
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-05,1,5263.67,5213.67,50.00,5263.6700000000000000,0.99050092426006949524
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2024-05,1,866.52,866.52,0.00,866.5200000000000000,1.00000000000000000000
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-05,1,772.15,722.15,50.00,772.1500000000000000,0.93524574240756329729
1038854080955376456,Cigna Health,744977654436978746,THE LOWELL GENERAL HOSPITAL,2024-05,1,85.55,59.88,25.67,85.5500000000000000,0.69994155464640561075
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-06,1,9360.45,9310.45,50.00,9360.4500000000000000,0.99465837646694336277
952317639554652821,Medicare,93679773638781409,TUFTS MEDICAL CENTER,2024-06,3,4966.82,3973.45,993.37,1655.6066666666666667,0.79999879198360319077
38194544675647776,Medicaid,102665420104747686,MASS GENERAL BRIGHAM URGENT CARE LLC,2024-06,1,709.98,659.98,50.00,709.9800000000000000,0.92957548099946477366
445788698227523135,Dual Eligible,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-06,1,556.40,521.40,35.00,556.4000000000000000,0.93709561466570812365
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-06,2,4882.18,4782.18,100.00,2441.0900000000000000,0.97951734675902977768
445788698227523135,Dual Eligible,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-06,2,4406.19,4336.19,70.00,2203.0950000000000000,0.98411325884721267126
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2024-06,1,4575.68,3660.54,915.14,4575.6800000000000000,0.79999912581299391566
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2024-06,1,3105.35,3055.35,50.00,3105.3500000000000000,0.98389875537379039400
211105773257762680,Aetna,49658252277416711,PALMER FAMILY SERVICES LLC,2024-06,1,362.44,0.00,362.44,362.4400000000000000,0E-20
952317639554652821,Medicare,814284400183858824,PRIMARY CARE NORTH PC,2024-06,1,2147.56,1718.04,429.52,2147.5600000000000000,0.79999627484214643596
445788698227523135,Dual Eligible,1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,2024-06,1,1284.76,1284.76,0.00,1284.7600000000000000,1.00000000000000000000
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-06,1,18364.82,11018.89,7345.93,18364.8200000000000000,0.59999989109612835846
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2024-06,1,3536.75,2829.40,707.35,3536.7500000000000000,0.80000000000000000000
467436209270504951,Humana,257983333266586147,WOONSOCKET URGENT CARE PC,2024-06,1,1487.99,0.00,1487.99,1487.9900000000000000,0E-20
467436209270504951,Humana,433837020145504394,ZANJABEE INTEGRATIVE MEDICINE AND PRIMARY CARE LLC,2024-06,1,1050.78,0.00,1050.78,1050.7800000000000000,0E-20
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2024-06,2,3031.50,0.00,3031.50,1515.7500000000000000,0E-20
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2024-07,1,516.95,0.00,516.95,516.9500000000000000,0E-20
467436209270504951,Humana,919548777387151765,SOUTH SHORE CENTER FOR WELLNESS LTD,2024-07,1,778.78,0.00,778.78,778.7800000000000000,0E-20
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2024-07,1,5308.14,5258.14,50.00,5308.1400000000000000,0.99058050465888239572
952317639554652821,Medicare,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2024-07,1,2307.56,1846.04,461.52,2307.5600000000000000,0.79999653313456638181
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-07,2,24528.82,24428.82,100.00,12264.4100000000000000,0.99592316303841766542
445788698227523135,Dual Eligible,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2024-07,1,1097.51,1062.51,35.00,1097.5100000000000000,0.96810962998059243196
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2024-07,1,2239.15,398.78,1840.37,2239.1500000000000000,0.17809436616573253243
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-07,1,6923.11,6923.11,0.00,6923.1100000000000000,1.00000000000000000000
1038854080955376456,Cigna Health,363458983347729064,Fitchburg Outpatient Clinic,2024-07,1,948.35,0.00,948.35,948.3500000000000000,0E-20
38194544675647776,Medicaid,405686286755502306,BERKSHIRE MEDICAL CENTER INC,2024-08,1,556.42,406.42,150.00,556.4200000000000000,0.73041946730886740232
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-08,1,12579.77,12579.77,0.00,12579.7700000000000000,1.00000000000000000000
211105773257762680,Aetna,694540912856437675,PULMONARY INTERNISTS AND CONSULTANTS PC,2024-08,1,704.20,0.00,704.20,704.2000000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-08,1,20626.96,20576.96,50.00,20626.960000000000,0.99757598793035910284
38194544675647776,Medicaid,1003634539940818261,CHARLES RIVER COMMUNITY HEALTH  INC,2024-08,1,1064.92,1064.92,0.00,1064.9200000000000000,1.00000000000000000000
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2024-08,1,1356.64,0.00,1356.64,1356.6400000000000000,0E-20
38194544675647776,Medicaid,1041112530090421261,SACHEM CENTER FOR HEALTH & REHABILITATION,2024-08,1,937.32,887.32,50.00,937.3200000000000000,0.94665642470020910682
746113169580368645,Anthem,744977654436978746,THE LOWELL GENERAL HOSPITAL,2024-08,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2024-08,1,516.95,0.00,516.95,516.9500000000000000,0E-20
38194544675647776,Medicaid,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-08,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
278663187212707114,NO_INSURANCE,556944320275034302,PARADIGM HEALTHCARE  PC,2024-08,1,976.20,0.00,976.20,976.2000000000000000,0E-20
467436209270504951,Humana,741458505160782152,LOWELL COMMUNITY HEALTH CENTER,2024-08,1,1064.92,1064.92,0.00,1064.9200000000000000,1.00000000000000000000
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2024-08,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
445788698227523135,Dual Eligible,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2024-08,2,4634.26,4564.26,70.00,2317.1300000000000000,0.98489510730947335713
467436209270504951,Humana,76613554195130854,TREE OF LIFE HEALTHCARE ASSOCIATES,2024-09,1,704.20,0.00,704.20,704.2000000000000000,0E-20
467436209270504951,Humana,66387877495315826,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,2024-09,1,3105.35,0.00,3105.35,3105.3500000000000000,0E-20
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2024-09,1,10606.55,8485.24,2121.31,10606.5500000000000000,0.80000000000000000000
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2024-09,1,516.95,0.00,516.95,516.9500000000000000,0E-20
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2024-09,1,5262.35,5212.35,50.00,5262.3500000000000000,0.99049854152612426007
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-09,1,20626.96,20576.96,50.00,20626.960000000000,0.99757598793035910284
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2024-09,1,2247.88,1798.30,449.58,2247.8800000000000000,0.79999822054558072495
746113169580368645,Anthem,49658252277416711,PALMER FAMILY SERVICES LLC,2024-09,1,816.80,0.00,816.80,816.8000000000000000,0E-20
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-09,2,32203.79,32203.79,0.00,16101.895000000000,1.00000000000000000000
952317639554652821,Medicare,815218868737845247,Causeway OPC,2024-10,1,85.55,0.00,85.55,85.5500000000000000,0E-20
952317639554652821,Medicare,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2024-10,1,2092.75,1674.20,418.55,2092.7500000000000000,0.80000000000000000000
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-10,2,35708.56,35608.56,100.00,17854.280000000000,0.99719955103202145368
445788698227523135,Dual Eligible,132019786462314408,DAVIS SQUARE FAMILY PRACTICE,2024-10,1,1001.28,1001.28,0.00,1001.2800000000000000,1.00000000000000000000
38194544675647776,Medicaid,544412707586716213,FAIRVIEW HOSPITAL,2024-10,1,1186.78,1086.78,100.00,1186.7800000000000000,0.91573838453630833010
952317639554652821,Medicare,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2024-10,1,4351.68,3481.34,870.34,4351.6800000000000000,0.79999908081476579160
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2024-10,1,1141.38,913.10,228.28,1141.3800000000000000,0.79999649547039548617
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2024-10,2,16446.44,13157.13,3289.31,8223.2200000000000000,0.79999866232449089286
952317639554652821,Medicare,93679773638781409,TUFTS MEDICAL CENTER,2024-10,1,573.98,272.78,301.20,573.9800000000000000,0.47524303982717167846
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2024-10,1,516.95,0.00,516.95,516.9500000000000000,0E-20
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-10,1,11121.40,11121.40,0.00,11121.4000000000000000,1.00000000000000000000
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2024-10,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
467436209270504951,Humana,41581407780620585,WHITTIER REHABILITATION HOSPITAL - BRADFORD,2024-10,2,4195.49,0.00,4195.49,2097.7450000000000000,0E-20
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2024-11,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
1038854080955376456,Cigna Health,744977654436978746,THE LOWELL GENERAL HOSPITAL,2024-11,1,2730.98,0.00,2730.98,2730.9800000000000000,0E-20
1038854080955376456,Cigna Health,814284400183858824,PRIMARY CARE NORTH PC,2024-11,1,1132.16,0.00,1132.16,1132.1600000000000000,0E-20
645688281511686373,UnitedHealthcare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2024-11,1,85.55,0.00,85.55,85.5500000000000000,0E-20
467436209270504951,Humana,741458505160782152,LOWELL COMMUNITY HEALTH CENTER,2024-11,1,3971.12,3971.12,0.00,3971.1200000000000000,1.00000000000000000000
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2024-11,1,516.95,0.00,516.95,516.9500000000000000,0E-20
645688281511686373,UnitedHealthcare,703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,2024-11,1,778.78,0.00,778.78,778.7800000000000000,0E-20
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2024-11,2,9331.92,9331.92,0.00,4665.9600000000000000,1.00000000000000000000
38194544675647776,Medicaid,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2024-11,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-11,1,8300.41,8250.41,50.00,8300.4100000000000000,0.99397620117560457857
357555573157303140,Blue Cross Blue Shield,557025406090317911,DILIGENCEHEALTHCARE,2024-11,1,1111.93,0.00,1111.93,1111.9300000000000000,0E-20
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2024-11,1,2491.03,1082.81,1408.22,2491.0300000000000000,0.43468364491796566079
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2024-12,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
645688281511686373,UnitedHealthcare,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2024-12,1,278.58,0.00,278.58,278.5800000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2024-12,1,5263.67,5213.67,50.00,5263.6700000000000000,0.99050092426006949524
445788698227523135,Dual Eligible,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2024-12,1,1313.21,1278.21,35.00,1313.2100000000000000,0.97334775093092498534
1038854080955376456,Cigna Health,744977654436978746,THE LOWELL GENERAL HOSPITAL,2024-12,1,3536.75,2247.47,1289.28,3536.7500000000000000,0.63546193539266275535
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2024-12,1,146.18,111.18,35.00,146.1800000000000000,0.76056916130797646737
467436209270504951,Humana,445265032025896326,QUINCY CENTER PRIMARY CARE PC,2024-12,1,816.80,0.00,816.80,816.8000000000000000,0E-20
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2024-12,1,1271.32,830.66,440.66,1271.3200000000000000,0.65338388446653871567
38194544675647776,Medicaid,921077187397372104,RIVER'S EDGE PRIMARY CARE LLC,2024-12,1,347.38,247.38,100.00,347.3800000000000000,0.71213080776095342276
467436209270504951,Humana,222681380209834388,SOUTH SHORE HOSPITAL INC.,2024-12,1,85.55,0.00,85.55,85.5500000000000000,0E-20
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2024-12,1,778.78,678.78,100.00,778.7800000000000000,0.87159403169059297876
467436209270504951,Humana,654096641582644263,BL HEALTHCARE INC DELEWARE,2024-12,1,785.58,0.00,785.58,785.5800000000000000,0E-20
211105773257762680,Aetna,109016295863276866,FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER INC,2024-12,1,1503.48,0.00,1503.48,1503.4800000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,344701928599722495,COLONY CENTER FOR HEALTH & REHABILITATION,2024-12,1,1008.98,0.00,1008.98,1008.9800000000000000,0E-20
645688281511686373,UnitedHealthcare,866549107229357074,HOPKINTON MEDICAL CARE  P.C.,2024-12,1,1376.13,157.37,1218.76,1376.1300000000000000,0.11435692848786088524
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2024-12,1,3536.75,2815.90,720.85,3536.7500000000000000,0.79618293631158549516
952317639554652821,Medicare,790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,2024-12,1,1092.11,873.69,218.42,1092.1100000000000000,0.80000183131735814158
1038854080955376456,Cigna Health,439410479591029051,LOWELL FAMILY MEDICAL CARE PC,2024-12,1,1311.64,0.00,1311.64,1311.6400000000000000,0E-20
746113169580368645,Anthem,49658252277416711,PALMER FAMILY SERVICES LLC,2024-12,1,488.50,0.00,488.50,488.5000000000000000,0E-20
467436209270504951,Humana,222681380209834388,SOUTH SHORE HOSPITAL INC.,2025-01,2,3974.00,0.00,3974.00,1987.0000000000000000,0E-20
645688281511686373,UnitedHealthcare,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2025-01,3,6489.28,5191.42,1297.86,2163.0933333333333333,0.79999938359879678485
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2025-01,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
952317639554652821,Medicare,815218868737845247,Causeway OPC,2025-01,1,914.78,731.82,182.96,914.7800000000000000,0.79999562736395636109
38194544675647776,Medicaid,396031016204066515,LYNN COMMUNITY HEALTH,2025-01,1,980.43,880.43,100.00,980.4300000000000000,0.89800393704802994604
952317639554652821,Medicare,93679773638781409,TUFTS MEDICAL CENTER,2025-01,1,3105.35,2484.28,621.07,3105.3500000000000000,0.80000000000000000000
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2025-01,1,4052.91,2837.04,1215.87,4052.9100000000000000,0.70000074020888694790
38194544675647776,Medicaid,909182873596142954,SOUTHCOAST HOSPITAL GROUP  INC,2025-01,2,3190.90,3090.90,100.00,1595.4500000000000000,0.96866087937572471716
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2025-01,1,1005.38,1005.38,0.00,1005.3800000000000000,1.00000000000000000000
952317639554652821,Medicare,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2025-01,1,1645.12,1316.09,329.03,1645.1200000000000000,0.79999635284964014783
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2025-01,1,516.95,0.00,516.95,516.9500000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2025-01,2,21879.57,21679.57,200.00,10939.7850000000000000,0.99085905253165395846
38194544675647776,Medicaid,921077187397372104,RIVER'S EDGE PRIMARY CARE LLC,2025-01,1,272.80,272.80,0.00,272.8000000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,801031929336468325,BROCKTON HOSPITAL  INC.,2025-01,1,85.55,0.00,85.55,85.5500000000000000,0E-20
445788698227523135,Dual Eligible,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2025-01,2,3903.07,3833.07,70.00,1951.5350000000000000,0.98206539980066972921
38194544675647776,Medicaid,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2025-01,1,3536.75,3486.75,50.00,3536.7500000000000000,0.98586272707994627836
645688281511686373,UnitedHealthcare,679474484616751075,NEWBURYPORT FAMILY PRACTICE P.C.,2025-01,1,721.78,0.00,721.78,721.7800000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2025-02,2,25890.63,25690.63,200.00,12945.3150000000000000,0.99227519762941264851
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2025-02,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
1038854080955376456,Cigna Health,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2025-02,1,85.55,0.00,85.55,85.5500000000000000,0E-20
645688281511686373,UnitedHealthcare,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2025-02,1,516.95,413.56,103.39,516.9500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,472226794892644975,HAVERHILL FAMILY OFFICE LLC,2025-02,1,914.78,0.00,914.78,914.7800000000000000,0E-20
38194544675647776,Medicaid,29818448345197287,GREATER LAWRENCE FAMILY HEALTH CENTER INC,2025-02,1,1006.93,906.93,100.00,1006.9300000000000000,0.90068823056220392679
746113169580368645,Anthem,249985492892219599,WHITLEY WELLNESS LLC,2025-02,1,1055.90,0.00,1055.90,1055.9000000000000000,0E-20
746113169580368645,Anthem,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2025-02,1,85.55,48.93,36.62,85.5500000000000000,0.57194623027469316189
746113169580368645,Anthem,969560228442772145,FAMILY PRACTICE GROUP PC,2025-02,1,1104.78,0.00,1104.78,1104.7800000000000000,0E-20
952317639554652821,Medicare,93679773638781409,TUFTS MEDICAL CENTER,2025-02,1,573.98,459.18,114.80,573.9800000000000000,0.79999303111606676191
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2025-02,1,5138.45,4110.76,1027.69,5138.4500000000000000,0.80000000000000000000
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2025-02,1,1250.85,875.60,375.25,1250.8500000000000000,0.70000399728184834313
746113169580368645,Anthem,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2025-02,1,3105.35,2474.46,630.89,3105.3500000000000000,0.79683771555541243338
38194544675647776,Medicaid,969560228442772145,FAMILY PRACTICE GROUP PC,2025-02,1,981.58,981.58,0.00,981.5800000000000000,1.00000000000000000000
445788698227523135,Dual Eligible,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2025-02,1,1097.51,1062.51,35.00,1097.5100000000000000,0.96810962998059243196
467436209270504951,Humana,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2025-03,1,2673.95,0.00,2673.95,2673.9500000000000000,0E-20
952317639554652821,Medicare,623047219859228790,GARDEN STATE HEALTHCARE ASSOCIATES LLC,2025-03,1,1210.18,783.56,426.62,1210.1800000000000000,0.64747392949809119305
467436209270504951,Humana,334510102683813647,BOSTON MEDICAL CENTER CORPORATION-,2025-03,1,1567.00,0.00,1567.00,1567.0000000000000000,0E-20
746113169580368645,Anthem,846294596561620579,WESTFORD INTERNAL MEDICINE PC,2025-03,1,966.75,0.00,966.75,966.7500000000000000,0E-20
645688281511686373,UnitedHealthcare,340901791751100142,WP ACQUISITION SUB LLC,2025-03,1,3968.15,2843.90,1124.25,3968.1500000000000000,0.71668157705731890176
